"Year","University.Name","University.City","University.State","Admission.Rate","SAT.Average","SAT.Reading.Mid","SAT.Math.Mid","ACT.Cumulative.Average","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","In.State.Tuition.and.Fees","Out.of.State.Tuition.and.Fees","Completion.Rate..4.year.institutions","Color"
"2014_15","Blue Mountain College","Blue Mountain","MS",55.03,1030,NA,NA,22,498,17198,10534,10534,0.46,"Normal"
"2014_15","Delta State University","Cleveland","MS",86.96,969,465,485,21,2505,18887,6562,6562,0.32,"Normal"
"2014_15","Jackson State University","Jackson","MS",70.47,911,465,460,19,7160,19803,6602,16174,0.43,"Normal"
"2014_15","Millsaps College","Jackson","MS",57.18,1178,575,575,26,762,46491,33982,33982,0.64,"Normal"
"2014_15","University of Mississippi","University","MS",81.22,1098,535,540,24,17799,22444,7096,19144,0.61,"Normal"
"2014_15","Mississippi University for Women","Columbus","MS",93.61,988,495,618,21,2316,16299,5640,15360,0.39,"Normal"
"2014_15","Mississippi Valley State University","Itta Bena","MS",76.87,825,NA,NA,17,1813,19331,5916,5916,0.3,"Normal"
"2014_15","Mississippi College","Clinton","MS",63.04,1120,540,540,25,2942,27468,15458,15458,0.54,"Normal"
"2014_15","Mississippi State University","Mississippi State","MS",71.02,1126,560,570,25,15800,21581,7140,18478,0.6,"Normal"
"2014_15","Rust College","Holly Springs","MS",38.85,760,NA,NA,16,963,15284,9286,9286,0.18,"Normal"
"2014_15","University of Southern Mississippi","Hattiesburg","MS",66.74,1029,505,508,22,11939,19493,6980,15550,0.48,"Normal"
"2014_15","Tougaloo College","Tougaloo","MS",40.3,864,424,429,18,895,20503,10218,10218,0.53,"Normal"
"2014_15","William Carey University","Hattiesburg","MS",50.42,1080,495,530,24,2039,24941,11400,11400,0.58,"Normal"
"2014_15","Avila University","Kansas City","MO",51.98,1038,440,480,23,1321,36178,25700,25700,0.49,"Normal"
"2014_15","Baptist Bible College","Springfield","MO",NA,NA,NA,NA,NA,317,17281,9050,9050,0.38,"Normal"
"2014_15","Cox College","Springfield","MO",54.55,NA,NA,NA,NA,744,18972,10150,10150,0.5,"Normal"
"2014_15","Calvary University","Kansas City","MO",100,1014,538,513,22,225,17891,10600,10600,0.48,"Normal"
"2014_15","Central Christian College of the Bible","Moberly","MO",42.4,NA,NA,NA,NA,289,24213,11700,11700,0.42,"Normal"
"2014_15","Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO",60.53,1050,510,540,23,1175,32970,21830,21830,0.52,"Normal"
"2014_15","University of Central Missouri","Warrensburg","MO",77.95,1010,NA,NA,22,9017,18112,7265,13659,0.53,"Normal"
"2014_15","Cleveland University-Kansas City","Overland Park","KS",100,1050,NA,NA,23,47,NA,9120,9120,1,"Normal"
"2014_15","Columbia College","Columbia","MO",NA,NA,NA,NA,NA,15141,17312,7465,7465,0.38,"Normal"
"2014_15","Conception Seminary College","Conception","MO",100,1105,NA,NA,24,86,31890,19530,19530,0.08,"Normal"
"2014_15","Culver-Stockton College","Canton","MO",57.72,986,470,490,21,931,34565,24050,24050,0.41,"Normal"
"2014_15","Drury University","Springfield","MO",74.41,1185,NA,NA,26,3790,33480,23885,23885,0.63,"Normal"
"2014_15","Evangel University","Springfield","MO",64.53,1055,505,500,23,1788,32183,20796,20796,0.48,"Normal"
"2014_15","Fontbonne University","Saint Louis","MO",92.91,1050,NA,NA,23,1121,32882,22770,22770,0.48,"Normal"
"2014_15","Hannibal-LaGrange University","Hannibal","MO",61.18,NA,NA,NA,NA,865,29079,19530,19530,0.35,"Normal"
"2014_15","Harris-Stowe State University","Saint Louis","MO",NA,NA,NA,NA,NA,1256,14587,5210,9853,0.08,"Normal"
"2014_15","Barnes-Jewish College Goldfarb School of Nursing","Saint Louis","MO",NA,NA,NA,NA,NA,592,NA,NA,NA,NA,"Normal"
"2014_15","Kansas City Art Institute","Kansas City","MO",59.97,1086,575,515,24,650,48454,35118,35118,0.53,"Normal"
"2014_15","Kenrick Glennon Seminary","Saint Louis","MO",100,NA,NA,NA,NA,61,31995,18737,18737,1,"Normal"
"2014_15","Lincoln University","Jefferson City","MO",NA,NA,NA,NA,NA,2377,15202,6988,13378,0.25,"Normal"
"2014_15","Lindenwood University","Saint Charles","MO",52.88,1038,485,495,23,7986,30929,15580,15580,0.5,"Normal"
"2014_15","Logan University","Chesterfield","MO",NA,NA,NA,NA,NA,47,NA,NA,NA,NA,"Normal"
"2014_15","Maryville University of Saint Louis","Saint Louis","MO",72.05,1137,505,540,25,2736,39236,25884,25884,0.66,"Normal"
"2014_15","Midwestern Baptist Theological Seminary","Kansas City","MO",76.36,970,527,484,20,346,19733,5760,5760,0.4,"Normal"
"2014_15","Westwood College-O'Hare Airport","Chicago","IL",NA,NA,NA,NA,NA,311,30189,15378,15378,0.29,"Normal"
"2014_15","Missouri Baptist University","Saint Louis","MO",60.23,984,460,480,21,1706,32293,22760,22760,0.44,"Normal"
"2014_15","Missouri Southern State University","Joplin","MO",96,990,NA,NA,21,5076,13542,5416,10450,0.37,"Normal"
"2014_15","Missouri Valley College","Marshall","MO",43.78,NA,NA,NA,NA,1383,29173,18400,18400,0.28,"Normal"
"2014_15","Missouri Western State University","Saint Joseph","MO",NA,NA,NA,NA,NA,4783,15805,6790,12420,0.36,"Normal"
"2014_15","University of Missouri-Columbia","Columbia","MO",77.67,1166,585,595,26,27276,22943,9433,24460,0.69,"Normal"
"2014_15","University of Missouri-Kansas City","Kansas City","MO",64.26,1129,590,595,25,8127,24436,7774,18222,0.52,"Normal"
"2014_15","Missouri University of Science and Technology","Rolla","MO",85.85,1283,605,650,29,6418,21798,8961,23771,0.63,"Normal"
"2014_15","University of Missouri-St Louis","Saint Louis","MO",75.78,1105,NA,575,24,8936,22165,8844,23142,0.42,"Normal"
"2014_15","Truman State University","Kirksville","MO",74.48,1226,623,617,27,5394,19368,7374,13438,0.71,"Normal"
"2014_15","Northwest Missouri State University","Maryville","MO",76.58,1051,525,550,23,5222,17376,6525,11526,0.5,"Normal"
"2014_15","Ozark Christian College","Joplin","MO",NA,NA,NA,NA,NA,726,19321,11360,11360,0.47,"Normal"
"2014_15","College of the Ozarks","Point Lookout","MO",8.31,1074,590,590,23,1433,26900,18530,18530,0.63,"Normal"
"2014_15","Park University","Parkville","MO",66.63,NA,NA,NA,NA,9750,19322,11170,11170,0.42,"Normal"
"2014_15","Research College of Nursing","Kansas City","MO",NA,NA,NA,NA,NA,281,NA,NA,NA,NA,"Normal"
"2014_15","Rockhurst University","Kansas City","MO",76.94,1164,575,568,26,1671,43750,32865,32865,0.69,"Normal"
"2014_15","Saint Louis University","Saint Louis","MO",61.08,1239,590,615,28,7822,52310,37966,37966,0.72,"Normal"
"2014_15","Saint Louis Christian College","Florissant","MO",93.33,990,NA,NA,21,166,16116,9145,9145,0.44,"Normal"
"2014_15","Southwest Baptist University","Bolivar","MO",61.85,1070,520,545,23,2477,29870,20840,20840,0.49,"Normal"
"2014_15","Saint Luke's College of Health Sciences","Kansas City","MO",NA,NA,NA,NA,NA,372,NA,NA,NA,NA,"Normal"
"2014_15","Stephens College","Columbia","MO",53.6,1064,530,480,23,667,42776,28510,28510,0.49,"Normal"
"2014_15","Southeast Missouri State University","Cape Girardeau","MO",84.78,1050,526,527,23,9382,17405,7058,12450,0.51,"Normal"
"2014_15","Missouri State University-Springfield","Springfield","MO",85.03,1090,545,535,24,16177,19251,7008,13668,0.55,"Normal"
"2014_15","Washington University in St Louis","Saint Louis","MO",17.13,1478,735,760,33,6913,63755,46467,46467,0.95,"Normal"
"2014_15","Webster University","Saint Louis","MO",72.06,1105,NA,525,24,3349,39110,24600,24600,0.64,"Normal"
"2014_15","Westminster College","Fulton","MO",66.34,1114,508,514,25,943,34470,22560,22560,0.66,"Normal"
"2014_15","William Jewell College","Liberty","MO",62.83,1141,530,570,25,1043,43791,31620,31620,0.6,"Normal"
"2014_15","William Woods University","Fulton","MO",76.3,1042,499,500,23,990,34371,21260,21260,0.53,"Normal"
"2014_15","Carroll College","Helena","MT",57.53,1133,565,555,25,1410,40762,29280,29280,0.63,"Normal"
"2014_15","Montana State University Billings","Billings","MT",NA,NA,NA,NA,NA,4071,15893,5780,17466,0.24,"Normal"
"2014_15","University of Providence","Great Falls","MT",65.71,NA,NA,NA,NA,1035,32581,21556,21556,0.39,"Normal"
"2014_15","Montana Technological University","Butte","MT",90.75,1125,540,585,25,1868,16598,6494,19147,0.44,"Normal"
"2014_15","Montana State University","Bozeman","MT",83.85,1128,570,565,25,13117,18886,6800,21391,0.5,"Normal"
"2014_15","The University of Montana","Missoula","MT",92.72,1075,545,540,23,10969,18059,6099,22372,0.48,"Normal"
"2014_15","Montana State University-Northern","Havre","MT",100,917,455,500,19,1125,16190,5480,17312,0.26,"Normal"
"2014_15","Rocky Mountain College","Billings","MT",63.61,1031,495,495,23,903,34355,24530,24530,0.42,"Normal"
"2014_15","The University of Montana-Western","Dillon","MT",NA,NA,NA,NA,NA,1337,14792,4761,15490,0.46,"Normal"
"2014_15","Bellevue University","Bellevue","NE",NA,NA,NA,NA,NA,6185,15400,6450,6450,0.29,"Normal"
"2014_15","Clarkson College","Omaha","NE",61.34,990,NA,NA,21,739,24048,13352,13352,0.59,"Normal"
"2014_15","Bryan College of Health Sciences","Lincoln","NE",57.3,1050,NA,NA,23,588,23203,13592,13592,0.8,"Normal"
"2014_15","Chadron State College","Chadron","NE",NA,NA,NA,NA,NA,2199,16135,5668,5698,0.36,"Normal"
"2014_15","Concordia University-Nebraska","Seward","NE",76.61,1067,490,480,24,1232,34816,25950,25950,0.66,"Normal"
"2014_15","Creighton University","Omaha","NE",72.67,1200,575,608,27,3977,47780,35360,35360,0.78,"Normal"
"2014_15","Doane University","Crete","NE",79.35,1060,485,490,23,1064,38380,27200,27200,0.59,"Normal"
"2014_15","Grace University","Omaha","NE",44.62,1064,438,468,24,387,28826,19290,19290,0.55,"Normal"
"2014_15","Hastings College","Hastings","NE",69.65,1079,495,520,24,1135,36689,26280,26280,0.59,"Normal"
"2014_15","University of Nebraska at Kearney","Kearney","NE",84.11,1049,475,510,23,5081,19797,6586,12744,0.56,"Normal"
"2014_15","Nebraska Methodist College of Nursing & Allied Health","Omaha","NE",82.61,1090,NA,NA,24,742,24527,13614,13614,0.66,"Normal"
"2014_15","Midland University","Fremont","NE",60.18,1010,NA,NA,22,1236,37710,28150,28150,0.48,"Normal"
"2014_15","Nebraska Christian College of Hope International University","Papillion","NE",NA,NA,NA,NA,NA,134,23481,13200,13200,0.26,"Normal"
"2014_15","University of Nebraska at Omaha","Omaha","NE",78.5,1050,NA,NA,23,11989,16710,6750,18070,0.45,"Normal"
"2014_15","University of Nebraska Medical Center","Omaha","NE",NA,NA,NA,NA,NA,828,NA,NA,NA,NA,"Normal"
"2014_15","Nebraska Wesleyan University","Lincoln","NE",78.14,1124,540,555,25,1803,38668,28500,28500,0.69,"Normal"
"2014_15","University of Nebraska-Lincoln","Lincoln","NE",69.89,1146,570,590,25,19979,21286,8170,22090,0.67,"Normal"
"2014_15","Peru State College","Peru","NE",NA,NA,NA,NA,NA,1537,16439,6272,6272,0.37,"Normal"
"2014_15","Summit Christian College","Gering","NE",37.93,990,NA,NA,21,32,NA,5875,5875,0.56,"Normal"
"2014_15","College of Saint Mary","Omaha","NE",52.85,NA,NA,NA,NA,718,35927,27984,27984,0.49,"Normal"
"2014_15","Union College","Lincoln","NE",52.14,1030,NA,493,22,747,31910,21080,21080,0.49,"Normal"
"2014_15","Wayne State College","Wayne","NE",NA,NA,NA,NA,NA,2869,15434,5604,9804,0.49,"Normal"
"2014_15","York College","York","NE",40.76,970,NA,450,21,402,26250,16080,16080,0.37,"Normal"
"2014_15","The Art Institute of Las Vegas","Henderson","NV",NA,NA,NA,NA,NA,952,29462,17416,17416,0.28,"Normal"
"2014_15","University of Nevada-Las Vegas","Las Vegas","NV",86.89,1000,495,500,22,23329,17781,6710,20620,0.39,"Normal"
"2014_15","University of Nevada-Reno","Reno","NV",83.88,1081,535,540,24,16330,20675,6610,20520,0.55,"Normal"
"2014_15","Sierra Nevada University","Incline Village","NV",60.97,1010,495,490,23,548,45859,29159,29159,0.46,"Normal"
"2014_15","Colby-Sawyer College","New London","NH",90.56,NA,NA,NA,NA,1351,52655,38040,38040,0.5,"Normal"
"2014_15","Daniel Webster College","Nashua","NH",62.89,NA,NA,NA,NA,644,28612,15630,15630,0.53,"Normal"
"2014_15","Dartmouth College","Hanover","NH",11.5,1444,730,725,32,4184,63279,48108,48108,0.95,"Normal"
"2014_15","Franklin Pierce University","Rindge","NH",84.3,949,470,480,20,1702,45898,31782,31782,0.46,"Normal"
"2014_15","New England College","Henniker","NH",95.73,NA,NA,NA,NA,1700,45772,33900,33900,0.36,"Normal"
"2014_15","Southern New Hampshire University","Manchester","NH",84.21,NA,NA,NA,NA,28035,40893,29604,29604,0.5,"Normal"
"2014_15","University of New Hampshire-Main Campus","Durham","NH",80.02,1104,540,560,25,12591,29916,16552,29532,0.76,"Normal"
"2014_15","Keene State College","Keene","NH",78.59,965,485,480,NA,4662,24692,12864,20784,0.63,"Normal"
"2014_15","University of New Hampshire at Manchester","Manchester","NH",70.08,1010,510,500,NA,718,21862,13768,26748,0.47,"Normal"
"2014_15","Plymouth State University","Plymouth","NH",75.2,NA,NA,NA,NA,3644,25668,12677,20587,0.58,"Normal"
"2014_15","Rivier University","Nashua","NH",62.56,962,480,485,20,1433,41377,28900,28900,0.51,"Normal"
"2014_15","Saint Anselm College","Manchester","NH",76.09,NA,NA,NA,NA,1950,49836,36546,36546,0.75,"Normal"
"2014_15","Granite State College","Concord","NH",NA,NA,NA,NA,NA,1800,17719,7065,7785,0.14,"Normal"
"2014_15","Thomas More College of Liberal Arts","Merrimack","NH",76,NA,NA,NA,NA,93,31400,20400,20400,0.31,"Normal"
"2014_15","Beth Medrash Govoha","Lakewood","NJ",NA,NA,NA,NA,NA,2703,NA,NA,NA,NA,"Normal"
"2014_15","Bloomfield College","Bloomfield","NJ",63.4,810,405,415,15,1933,39473,26750,26750,0.32,"Normal"
"2014_15","Caldwell University","Caldwell","NJ",63.93,950,465,485,20,1596,39782,30050,30050,0.62,"Normal"
"2014_15","Centenary University","Hackettstown","NJ",81.91,926,465,465,19,1612,45141,30942,30942,0.61,"Normal"
"2014_15","Drew University","Madison","NJ",70.17,1118,560,550,25,1356,58700,45364,45364,0.62,"Normal"
"2014_15","Fairleigh Dickinson University-Metropolitan Campus","Teaneck","NJ",80.11,944,465,475,21,3870,44292,35880,35880,0.48,"Normal"
"2014_15","Felician University","Lodi","NJ",84.16,870,430,445,17,1629,42675,30605,30605,0.36,"Normal"
"2014_15","Fairleigh Dickinson University-Florham Campus","Madison","NJ",80.75,1031,505,520,24,2359,52258,38236,38236,0.56,"Normal"
"2014_15","Georgian Court University","Lakewood","NJ",68.06,945,460,485,NA,1423,40068,30998,30998,0.48,"Normal"
"2014_15","Rowan University","Glassboro","NJ",78.62,1074,520,554,NA,11692,25341,12616,20570,0.67,"Normal"
"2014_15","New Jersey City University","Jersey City","NJ",76.59,890,435,455,NA,6163,17010,10852,19424,0.32,"Normal"
"2014_15","Kean University","Union","NJ",70.36,907,445,465,19,11938,23295,11244,17653,0.48,"Normal"
"2014_15","Monmouth University","West Long Branch","NJ",74.19,1055,515,535,24,4584,44041,32310,32310,0.67,"Normal"
"2014_15","Montclair State University","Montclair","NJ",66.83,975,480,495,NA,15676,24451,11540,20254,0.64,"Normal"
"2014_15","New Jersey Institute of Technology","Newark","NJ",63.39,1168,550,615,26,6748,28225,15648,29288,0.59,"Normal"
"2014_15","Princeton University","Princeton","NJ",7.44,1491,745,755,33,5258,57400,41820,41820,0.97,"Normal"
"2014_15","Rabbinical College of America","Morristown","NJ",85.37,NA,NA,NA,NA,206,22000,10700,10700,0.12,"Normal"
"2014_15","Ramapo College of New Jersey","Mahwah","NJ",53.32,1082,535,555,23,5447,27561,13388,22038,0.72,"Normal"
"2014_15","Rider University","Lawrenceville","NJ",70.91,1026,505,520,22,4188,50389,36830,36830,0.63,"Normal"
"2014_15","Rutgers University-Camden","Camden","NJ",60.38,1025,505,520,NA,4801,23651,13683,27978,0.53,"Normal"
"2014_15","Rutgers University-New Brunswick","New Brunswick","NJ",60.5,1215,580,635,NA,34094,28766,13813,28591,0.81,"Normal"
"2014_15","Rutgers University-Newark","Newark","NJ",62.75,1035,495,540,NA,6841,22954,13297,28075,0.66,"Normal"
"2014_15","Saint Peter's University","Jersey City","NJ",56.9,899,445,455,19,2409,43111,33232,33232,0.53,"Normal"
"2014_15","Seton Hall University","South Orange","NJ",75.54,1133,555,575,25,5609,48457,36926,36926,0.66,"Normal"
"2014_15","Saint Elizabeth University","Morristown","NJ",57.59,843,425,418,NA,862,45841,31095,31095,0.5,"Normal"
"2014_15","Stevens Institute of Technology","Hoboken","NJ",43.78,1346,638,703,31,2842,59384,45366,45366,0.82,"Normal"
"2014_15","Stockton University","Galloway","NJ",64.75,1078,540,550,21,7676,26132,12568,19089,0.67,"Normal"
"2014_15","Talmudical Academy-New Jersey","Adelphia","NJ",100,NA,NA,NA,NA,69,17700,11500,11500,0,"Normal"
"2014_15","Thomas Edison State University","Trenton","NJ",NA,NA,NA,NA,NA,20143,NA,5871,8647,NA,"Normal"
"2014_15","The College of New Jersey","Ewing","NJ",48.97,1213,595,620,27,6407,29303,15024,25637,0.87,"Normal"
"2014_15","William Paterson University of New Jersey","Wayne","NJ",74.58,980,485,495,NA,9508,22017,12244,19920,0.51,"Normal"
"2014_15","Eastern New Mexico University-Main Campus","Portales","NM",63.06,935,470,495,20,3731,15405,4858,10633,0.28,"Normal"
"2014_15","Institute of American Indian and Alaska Native Culture and Arts Development","Santa Fe","NM",100,NA,NA,NA,NA,235,16272,3800,3800,0.28,"Normal"
"2014_15","New Mexico Highlands University","Las Vegas","NM",NA,NA,NA,NA,NA,2140,13786,4500,7104,0.17,"Normal"
"2014_15","New Mexico Institute of Mining and Technology","Socorro","NM",36.39,1193,595,620,26,1525,18762,6256,18184,0.45,"Normal"
"2014_15","University of New Mexico-Main Campus","Albuquerque","NM",45.38,1060,550,553,23,20261,17401,6846,20664,0.48,"Normal"
"2014_15","New Mexico State University-Main Campus","Las Cruces","NM",69.6,984,468,490,21,12171,16863,5950,19112,0.46,"Normal"
"2014_15","Santa Fe University of Art and Design","Santa Fe","NM",100,NA,NA,NA,NA,839,43462,30136,30136,0.21,"Normal"
"2014_15","University of the Southwest","Hobbs","NM",NA,NA,NA,NA,NA,366,25380,14616,14616,0.17,"Normal"
"2014_15","Western New Mexico University","Silver City","NM",NA,NA,NA,NA,NA,2105,16661,5346,13184,0.21,"Normal"
"2014_15","Adelphi University","Garden City","NY",72.42,1092,550,565,22,5036,43006,32340,32340,0.64,"Normal"
"2014_15","Albany College of Pharmacy and Health Sciences","Albany","NY",67.4,1165,555,610,26,1076,42325,30131,30131,0.77,"Normal"
"2014_15","Alfred University","Alfred","NY",69.44,1064,520,535,24,1842,39758,26026,26026,0.55,"Normal"
"2014_15","Bard College","Annandale-On-Hudson","NY",44.61,NA,NA,NA,NA,2021,62572,48240,48240,0.75,"Normal"
"2014_15","Barnard College","New York","NY",23.77,1343,680,665,30,2556,61171,46040,46040,0.89,"Normal"
"2014_15","Berkeley College-New York","New York","NY",NA,NA,NA,NA,NA,4388,36345,23700,23700,0.3,"Normal"
"2014_15","Beth Hatalmud Rabbinical College","Brooklyn","NY",100,NA,NA,NA,NA,29,16489,7600,7600,0.08,"Normal"
"2014_15","Beth Hamedrash Shaarei Yosher Institute","Brooklyn","NY",100,NA,NA,NA,NA,42,13300,8100,8100,NA,"Normal"
"2014_15","Canisius College","Buffalo","NY",80.23,1085,530,545,24,2736,45339,34000,34000,0.68,"Normal"
"2014_15","Cazenovia College","Cazenovia","NY",76.2,NA,NA,NA,NA,1067,43135,30560,30560,0.55,"Normal"
"2014_15","Central Yeshiva Tomchei Tmimim Lubavitz","Brooklyn","NY",100,NA,NA,NA,NA,613,22678,6700,6700,0.22,"Normal"
"2014_15","Clarkson University","Potsdam","NY",62.14,1195,570,620,27,3130,57221,42530,42530,0.71,"Normal"
"2014_15","Colgate University","Hamilton","NY",26.24,1369,675,700,31,2865,60050,48175,48175,0.92,"Normal"
"2014_15","Metropolitan College of New York","New York","NY",52.59,NA,NA,NA,NA,897,29594,17800,17800,0.39,"Normal"
"2014_15","Columbia University in the City of New York","New York","NY",6.95,1470,735,745,33,8100,64144,51008,51008,0.95,"Normal"
"2014_15","Concordia College","Bronxville","NY",74.77,872,425,435,20,886,38419,28775,28775,0.48,"Normal"
"2014_15","Cooper Union for the Advancement of Science and Art","New York","NY",15.06,1388,665,710,32,852,57429,41400,41400,0.84,"Normal"
