,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
3964,2014_15,Old Dominion University,Norfolk,VA,Bachelor's,NO,81.89,1007.0,510.0,510.0,21.0,19842.0,50.04,26.91,6.93,4.37,20966.0,8970.0,25140.0,0.52
3970,2014_15,Radford University,Radford,VA,Bachelor's,NO,78.91,968.0,490.0,485.0,20.0,8843.0,74.02,11.95,5.47,1.45,20582.0,9360.0,22046.0,0.59
3972,2014_15,Randolph-Macon College,Ashland,VA,Bachelor's,NO,60.34,1086.0,545.0,540.0,24.0,1377.0,77.12,8.71,4.28,1.96,47262.0,36340.0,36340.0,0.62
3973,2014_15,Randolph College,Lynchburg,VA,Bachelor's,NO,81.01,1086.0,540.0,535.0,25.0,658.0,67.33,10.79,4.71,3.04,46060.0,34110.0,34110.0,0.41
3977,2014_15,Bon Secours Memorial College of Nursing,Richmond,VA,Bachelor's,NO,,,,,,489.0,74.03,10.84,3.27,3.89,18593.0,4871.0,4871.0,0.0
3978,2014_15,University of Richmond,University of Richmond,VA,Bachelor's,NO,31.8,1337.0,655.0,670.0,31.0,3223.0,59.01,7.82,7.29,6.24,57535.0,46680.0,46680.0,0.84
3980,2014_15,Roanoke College,Salem,VA,Bachelor's,NO,69.32,1087.0,550.0,545.0,23.0,1986.0,82.63,5.54,3.78,1.51,50487.0,38177.0,38177.0,0.64
3982,2014_15,Shenandoah University,Winchester,VA,Bachelor's,NO,82.59,994.0,495.0,500.0,21.0,1875.0,65.12,14.4,5.6,3.47,42847.0,30188.0,30188.0,0.55
3983,2014_15,Southern Virginia University,Buena Vista,VA,Bachelor's,NO,47.07,1056.0,519.0,517.0,23.0,703.0,78.38,4.13,6.26,1.42,30009.0,14600.0,14600.0,0.31
3988,2014_15,Strayer University-Virginia,Arlington,VA,Bachelor's,NO,,,,,,4448.0,33.25,42.0,9.55,5.1,32064.0,12975.0,12975.0,0.19
3989,2014_15,Sweet Briar College,Sweet Briar,VA,Bachelor's,NO,93.54,1056.0,528.0,500.0,25.0,561.0,70.77,11.05,6.95,2.14,48896.0,34935.0,34935.0,0.65
3993,2014_15,The University of Virginia's College at Wise,Wise,VA,Bachelor's,NO,68.82,946.0,475.0,470.0,20.0,1477.0,78.47,11.44,1.9,0.88,20095.0,8868.0,24329.0,0.46
3995,2014_15,Virginia Polytechnic Institute and State University,Blacksburg,VA,Bachelor's,NO,72.63,1215.0,590.0,625.0,,24191.0,69.67,3.6,5.3,9.19,26165.0,12017.0,28048.0,0.83
3997,2014_15,Virginia Commonwealth University,Richmond,VA,Bachelor's,NO,75.35,1105.0,555.0,550.0,24.0,22280.0,50.95,17.96,7.88,12.57,27494.0,12398.0,30459.0,0.59
3998,2014_15,University of Virginia-Main Campus,Charlottesville,VA,Bachelor's,NO,29.0,1357.0,670.0,685.0,31.0,15515.0,61.17,6.19,6.09,12.27,26063.0,13208.0,42394.0,0.94
3999,2014_15,Virginia Military Institute,Lexington,VA,Bachelor's,NO,44.4,1162.0,580.0,580.0,26.0,1700.0,81.41,5.06,4.82,4.41,25642.0,15518.0,37574.0,0.71
4002,2014_15,Virginia State University,Petersburg,VA,Bachelor's,NO,80.06,837.0,420.0,420.0,17.0,4481.0,2.68,85.49,2.08,0.45,20767.0,8002.0,17838.0,0.42
4003,2014_15,Virginia Union University,Richmond,VA,Bachelor's,NO,23.89,776.0,390.0,385.0,16.0,1322.0,0.23,96.67,1.36,0.0,27703.0,15130.0,15130.0,0.26
4004,2014_15,Virginia Wesleyan University,Virginia Beach,VA,Bachelor's,NO,89.04,991.0,495.0,490.0,22.0,1492.0,56.1,23.26,7.71,1.47,42600.0,33286.0,33286.0,0.48
4006,2014_15,Washington and Lee University,Lexington,VA,Bachelor's,NO,19.46,1395.0,695.0,695.0,32.0,1880.0,82.98,2.07,3.78,3.24,58575.0,45617.0,45617.0,0.88
4012,2014_15,The Art Institute of Seattle,Seattle,WA,Bachelor's,NO,,,,,,1378.0,4.5,0.15,12.77,1.02,32199.0,17560.0,17560.0,0.32
4019,2014_15,Central Washington University,Ellensburg,WA,Bachelor's,NO,86.46,978.0,485.0,490.0,21.0,9751.0,61.51,3.38,12.61,4.45,21512.0,9017.0,21380.0,0.53
4021,2014_15,City University of Seattle,Seattle,WA,Bachelor's,NO,,,,,,1289.0,29.48,3.72,7.68,3.1,,,,
4026,2014_15,Cornish College of the Arts,Seattle,WA,Bachelor's,NO,85.52,,,,,765.0,63.27,3.79,9.93,5.62,48147.0,35800.0,35800.0,0.5
4028,2014_15,Eastern Washington University,Cheney,WA,Bachelor's,NO,74.39,958.0,475.0,485.0,20.0,12402.0,63.72,3.28,13.66,2.93,20365.0,7972.0,21066.0,0.46
4032,2014_15,The Evergreen State College,Olympia,WA,Bachelor's,NO,98.9,1043.0,545.0,495.0,23.0,3802.0,65.15,5.52,7.71,2.05,22281.0,8682.0,21735.0,0.56
4035,2014_15,Gonzaga University,Spokane,WA,Bachelor's,NO,67.51,1207.0,590.0,605.0,27.0,4754.0,73.16,1.01,9.15,4.5,48357.0,36535.0,36535.0,0.83
4039,2014_15,Heritage University,Toppenish,WA,Bachelor's,NO,,,,,,837.0,22.82,1.08,61.53,0.72,27653.0,18521.0,18521.0,0.19
4045,2014_15,Bastyr University,Kenmore,WA,Bachelor's,NO,,,,,,227.0,72.69,3.96,3.52,8.37,,,,
4050,2014_15,Trinity Lutheran College,Everett,WA,Bachelor's,NO,74.8,,,,,209.0,52.63,17.22,18.18,6.7,37455.0,28240.0,28240.0,0.43
4055,2014_15,Northwest University,Kirkland,WA,Bachelor's,NO,96.12,1018.0,517.0,496.0,22.0,1453.0,68.27,4.47,8.53,4.75,35991.0,26968.0,26968.0,0.53
4058,2014_15,Pacific Lutheran University,Tacoma,WA,Bachelor's,NO,75.01,1115.0,550.0,545.0,26.0,2874.0,67.78,2.85,8.14,6.96,46717.0,36530.0,36530.0,0.68
4060,2014_15,University of Puget Sound,Tacoma,WA,Bachelor's,NO,79.29,1230.0,620.0,600.0,28.0,2550.0,74.67,0.9,7.22,6.78,55948.0,43428.0,43428.0,0.76
4062,2014_15,Saint Martin's University,Lacey,WA,Bachelor's,NO,88.82,1057.0,513.0,533.0,24.0,1316.0,56.38,5.09,11.63,4.56,42353.0,31688.0,31688.0,0.48
4066,2014_15,Seattle Pacific University,Seattle,WA,Bachelor's,NO,83.4,1140.0,575.0,563.0,25.0,3253.0,62.77,3.63,9.28,11.1,47389.0,35472.0,35472.0,0.75
4067,2014_15,Seattle University,Seattle,WA,Bachelor's,NO,73.35,1183.0,585.0,585.0,27.0,4415.0,44.58,2.51,9.11,15.92,52458.0,38205.0,38205.0,0.78
4076,2014_15,Walla Walla University,College Place,WA,Bachelor's,NO,57.79,1075.0,540.0,540.0,23.0,1639.0,69.92,3.17,13.42,7.14,35351.0,25866.0,25866.0,0.56
4077,2014_15,Washington State University,Pullman,WA,Bachelor's,NO,82.08,1030.0,510.0,520.0,22.0,23585.0,64.99,3.4,11.92,5.24,26543.0,12428.0,25510.0,0.67
4078,2014_15,University of Washington-Seattle Campus,Seattle,WA,Bachelor's,NO,55.21,1240.0,590.0,640.0,28.0,29468.0,43.32,2.52,7.07,23.58,25637.0,12394.0,33513.0,0.84
4081,2014_15,Western Washington University,Bellingham,WA,Bachelor's,NO,84.57,1110.0,555.0,550.0,25.0,14054.0,74.24,1.52,7.42,6.65,22458.0,8965.0,20407.0,0.72
4083,2014_15,Whitman College,Walla Walla,WA,Bachelor's,NO,41.01,1323.0,660.0,655.0,30.0,1480.0,73.04,0.95,7.77,5.41,56600.0,44800.0,44800.0,0.87
4084,2014_15,Whitworth University,Spokane,WA,Bachelor's,NO,74.76,,,,,2340.0,75.98,1.79,8.29,3.76,47538.0,37630.0,37630.0,0.75
4086,2014_15,Alderson Broaddus University,Philippi,WV,Bachelor's,NO,42.58,990.0,475.0,485.0,22.0,1024.0,73.54,16.11,4.0,1.27,33206.0,22740.0,22740.0,0.45
4088,2014_15,Appalachian Bible College,Mount Hope,WV,Bachelor's,NO,69.14,1007.0,514.0,487.0,22.0,196.0,96.43,0.0,1.53,0.0,23948.0,13590.0,13590.0,0.62
4091,2014_15,Bethany College,Bethany,WV,Bachelor's,NO,62.05,906.0,440.0,440.0,20.0,716.0,54.47,19.55,4.33,0.14,39082.0,25736.0,25736.0,0.47
4092,2014_15,Bluefield State College,Bluefield,WV,Bachelor's,NO,38.34,927.0,445.0,460.0,20.0,1529.0,84.37,10.2,1.11,0.13,14965.0,5832.0,11064.0,0.34
4095,2014_15,University of Charleston,Charleston,WV,Bachelor's,NO,60.77,988.0,484.0,500.0,21.0,1513.0,66.16,10.18,2.84,1.06,31350.0,23200.0,23200.0,0.35
4097,2014_15,Concord University,Athens,WV,Bachelor's,NO,70.88,999.0,475.0,485.0,22.0,2234.0,84.83,7.3,1.3,0.63,13861.0,6580.0,14276.0,0.34
4098,2014_15,Davis & Elkins College,Elkins,WV,Bachelor's,NO,58.22,986.0,485.0,490.0,21.0,839.0,63.41,4.53,0.12,0.24,34587.0,27492.0,27492.0,0.37
4099,2014_15,Fairmont State University,Fairmont,WV,Bachelor's,NO,66.51,965.0,465.0,470.0,21.0,3699.0,86.02,5.54,2.0,0.43,15483.0,6306.0,13306.0,0.33
4100,2014_15,Glenville State College,Glenville,WV,Bachelor's,NO,46.56,900.0,430.0,430.0,19.0,1378.0,70.54,16.04,1.52,0.22,20317.0,6696.0,15120.0,0.32
4104,2014_15,Marshall University,Huntington,WV,Bachelor's,NO,76.53,1021.0,490.0,495.0,22.0,8871.0,85.21,6.8,2.0,0.79,16981.0,6526.0,15026.0,0.44
4112,2014_15,Ohio Valley University,Vienna,WV,Bachelor's,NO,32.35,944.0,475.0,455.0,20.0,387.0,66.15,11.11,4.65,0.78,28026.0,19260.0,19260.0,0.35
4117,2014_15,Shepherd University,Shepherdstown,WV,Bachelor's,NO,98.29,999.0,500.0,490.0,22.0,3489.0,83.15,8.63,2.81,1.86,15813.0,6570.0,16628.0,0.4
4121,2014_15,West Virginia State University,Institute,WV,Bachelor's,NO,86.38,942.0,430.0,450.0,20.0,2237.0,58.16,11.98,0.58,0.45,14689.0,6228.0,14558.0,0.24
4123,2014_15,West Liberty University,West Liberty,WV,Bachelor's,NO,72.36,965.0,440.0,470.0,21.0,2264.0,87.59,4.95,0.88,0.62,19324.0,6415.0,13540.0,0.4
4124,2014_15,West Virginia University Institute of Technology,Beckley,WV,Bachelor's,NO,61.92,983.0,465.0,500.0,21.0,1115.0,74.62,6.91,4.57,1.26,15130.0,6048.0,15192.0,0.19
4125,2014_15,West Virginia Wesleyan College,Buckhannon,WV,Bachelor's,NO,77.59,1005.0,480.0,482.0,22.0,1375.0,80.15,8.65,1.89,0.15,39927.0,27858.0,27858.0,0.58
4131,2014_15,West Virginia University,Morgantown,WV,Bachelor's,NO,85.79,1069.0,510.0,530.0,24.0,21945.0,81.4,4.58,3.56,1.56,17585.0,6960.0,20242.0,0.57
4132,2014_15,Wheeling University,Wheeling,WV,Bachelor's,NO,62.63,1032.0,485.0,510.0,23.0,1131.0,76.57,5.66,2.48,1.24,35527.0,28030.0,28030.0,0.64
4136,2014_15,Alverno College,Milwaukee,WI,Bachelor's,NO,65.19,930.0,,,20.0,1689.0,52.69,16.22,20.49,5.21,32528.0,24434.0,24434.0,0.36
4138,2014_15,Bellin College,Green Bay,WI,Bachelor's,NO,48.65,1050.0,,,23.0,305.0,95.08,0.33,1.31,0.98,25605.0,20500.0,20500.0,0.64
4139,2014_15,Beloit College,Beloit,WI,Bachelor's,NO,69.31,,,,,1225.0,70.37,4.82,8.57,2.53,50378.0,42500.0,42500.0,0.8
4141,2014_15,Cardinal Stritch University,Milwaukee,WI,Bachelor's,NO,82.98,1003.0,465.0,480.0,22.0,2304.0,56.47,22.4,9.16,2.0,37755.0,26570.0,26570.0,0.47
4142,2014_15,Carroll University,Waukesha,WI,Bachelor's,NO,80.84,1090.0,527.0,542.0,24.0,2934.0,85.96,0.99,5.96,3.27,39312.0,28550.0,28550.0,0.61
4143,2014_15,Carthage College,Kenosha,WI,Bachelor's,NO,71.65,1104.0,535.0,545.0,24.0,2835.0,74.64,5.33,4.27,1.13,47276.0,36570.0,36570.0,0.61
4144,2014_15,Columbia College of Nursing,Glendale,WI,Bachelor's,NO,,,,,,147.0,80.27,6.12,3.4,8.16,,,,
4145,2014_15,Concordia University-Wisconsin,Mequon,WI,Bachelor's,NO,75.41,1089.0,530.0,522.0,24.0,4280.0,69.93,15.98,2.9,1.94,38159.0,26160.0,26160.0,0.61
4146,2014_15,Edgewood College,Madison,WI,Bachelor's,NO,76.22,1048.0,360.0,565.0,23.0,1863.0,79.66,2.36,5.96,2.63,36879.0,25590.0,25590.0,0.62
4152,2014_15,Lakeland University,Plymouth,WI,Bachelor's,NO,54.7,949.0,440.0,452.0,20.0,2262.0,68.3,5.44,3.85,2.25,34385.0,24090.0,24090.0,0.53
4154,2014_15,Lawrence University,Appleton,WI,Bachelor's,NO,72.95,,,,,1483.0,71.48,3.44,6.74,4.05,51897.0,42657.0,42657.0,0.8
4155,2014_15,Maranatha Baptist University,Watertown,WI,Bachelor's,NO,75.94,,,,,760.0,85.53,1.45,3.16,0.79,24021.0,13510.0,13510.0,0.44
4156,2014_15,Marian University,Fond Du Lac,WI,Bachelor's,NO,76.74,950.0,,,20.0,1588.0,78.9,7.49,6.86,0.94,34276.0,25930.0,25930.0,0.56
4157,2014_15,Marquette University,Milwaukee,WI,Bachelor's,NO,66.71,1220.0,590.0,605.0,27.0,8212.0,73.67,4.26,9.58,4.96,48364.0,35930.0,35930.0,0.79
4161,2014_15,Milwaukee Institute of Art & Design,Milwaukee,WI,Bachelor's,NO,59.08,,,,,622.0,70.58,5.95,12.06,4.18,41631.0,32050.0,32050.0,0.54
4162,2014_15,Milwaukee School of Engineering,Milwaukee,WI,Bachelor's,NO,68.65,1243.0,565.0,630.0,28.0,2592.0,68.83,2.39,4.4,3.13,45260.0,35520.0,35520.0,0.56
4164,2014_15,Mount Mary University,Milwaukee,WI,Bachelor's,NO,35.27,930.0,,,20.0,716.0,49.44,23.88,14.66,7.12,34931.0,25852.0,25852.0,0.49
4169,2014_15,Northland International University,Dunbar,WI,Bachelor's,NO,,,,,,150.0,65.33,1.33,0.67,1.33,25020.0,13380.0,13380.0,0.57
4170,2014_15,Northland College,Ashland,WI,Bachelor's,NO,63.43,1085.0,544.0,520.0,24.0,575.0,80.52,1.22,4.87,0.17,40765.0,31480.0,31480.0,0.46
4171,2014_15,Ripon College,Ripon,WI,Bachelor's,NO,67.45,1108.0,565.0,575.0,24.0,820.0,84.02,2.32,4.88,1.46,42703.0,33482.0,33482.0,0.68
4173,2014_15,Saint Norbert College,De Pere,WI,Bachelor's,NO,81.71,1125.0,,,25.0,2052.0,90.01,0.73,2.88,1.36,41736.0,33023.0,33023.0,0.7
4174,2014_15,Holy Family College,Manitowoc,WI,Bachelor's,NO,47.4,820.0,,,17.0,296.0,62.5,15.2,2.7,1.35,34641.0,24350.0,24350.0,0.39
4179,2014_15,Viterbo University,La Crosse,WI,Bachelor's,NO,69.14,1089.0,535.0,510.0,24.0,2019.0,90.04,1.58,2.43,1.83,34310.0,23790.0,23790.0,0.48
4183,2014_15,University of Wisconsin-Whitewater,Whitewater,WI,Bachelor's,NO,81.79,1050.0,495.0,480.0,23.0,10533.0,83.94,4.75,5.05,1.63,16950.0,7600.0,15173.0,0.58
4187,2014_15,University of Wisconsin-Eau Claire,Eau Claire,WI,Bachelor's,NO,83.69,1110.0,,,24.0,9987.0,89.03,0.68,2.12,3.55,18013.0,8743.0,16316.0,0.68
4188,2014_15,University of Wisconsin-Green Bay,Green Bay,WI,Bachelor's,NO,87.35,1050.0,,,23.0,5674.0,86.39,1.48,3.74,2.8,17072.0,7758.0,15331.0,0.51
4189,2014_15,University of Wisconsin-La Crosse,La Crosse,WI,Bachelor's,NO,76.29,1145.0,,,25.0,9492.0,89.64,0.75,2.94,2.39,17828.0,8795.0,16368.0,0.68
4190,2014_15,Wisconsin Lutheran College,Milwaukee,WI,Bachelor's,NO,84.29,1079.0,475.0,525.0,24.0,1060.0,83.4,5.0,4.81,0.94,35337.0,25960.0,25960.0,0.61
4191,2014_15,University of Wisconsin-Oshkosh,Oshkosh,WI,Bachelor's,NO,80.34,1030.0,,,22.0,10337.0,87.31,2.23,3.11,3.83,17260.0,7437.0,15010.0,0.54
4192,2014_15,University of Wisconsin-Parkside,Kenosha,WI,Bachelor's,NO,86.02,990.0,,,21.0,4274.0,69.44,8.68,12.7,3.02,15502.0,7326.0,14899.0,0.31
4193,2014_15,Herzing University-Madison,Madison,WI,Bachelor's,NO,100.0,,,,,2350.0,35.53,23.32,3.49,1.62,23053.0,12790.0,12790.0,0.42
4194,2014_15,University of Wisconsin-Stout,Menomonie,WI,Bachelor's,NO,90.8,1050.0,,,23.0,8094.0,87.71,1.51,2.32,3.4,18461.0,9025.0,16771.0,0.53
4195,2014_15,University of Wisconsin-Superior,Superior,WI,Bachelor's,NO,88.57,1010.0,,,22.0,2353.0,82.83,1.83,2.38,1.06,16780.0,7994.0,15567.0,0.43
4196,2014_15,University of Wisconsin-Madison,Madison,WI,Bachelor's,NO,56.94,1286.0,610.0,680.0,29.0,29302.0,77.05,2.12,4.79,5.49,23839.0,10410.0,26660.0,0.84
4197,2014_15,University of Wisconsin-Milwaukee,Milwaukee,WI,Bachelor's,NO,89.55,1010.0,,,22.0,21577.0,69.33,8.63,8.62,6.28,20715.0,9391.0,19120.0,0.44
4198,2014_15,University of Wisconsin-Platteville,Platteville,WI,Bachelor's,NO,94.4,1090.0,,,24.0,7888.0,91.2,1.33,2.92,1.23,17333.0,7491.0,15064.0,0.52
4199,2014_15,University of Wisconsin-River Falls,River Falls,WI,Bachelor's,NO,89.54,1050.0,,,23.0,5381.0,89.07,1.67,2.71,2.4,17182.0,7751.0,15324.0,0.54
4200,2014_15,University of Wisconsin-Stevens Point,Stevens Point,WI,Bachelor's,NO,89.41,1050.0,,,23.0,8880.0,88.22,2.04,3.03,2.61,16411.0,7668.0,15241.0,0.6
4210,2014_15,University of Wyoming,Laramie,WY,Bachelor's,NO,97.66,1118.0,535.0,540.0,25.0,9910.0,77.91,1.05,6.7,1.32,18145.0,4646.0,14876.0,0.54
4213,2014_15,University of Guam,Mangilao,GU,Bachelor's,NO,,,,,,3607.0,2.22,0.61,0.64,43.89,13852.0,5098.0,11506.0,0.29
4217,2014_15,American University of Puerto Rico,Bayamon,PR,Bachelor's,NO,,,,,,742.0,0.0,0.0,100.0,0.0,14807.0,5521.0,5521.0,0.22
4218,2014_15,American University of Puerto Rico,Manati,PR,Bachelor's,NO,,,,,,889.0,0.0,0.0,100.0,0.0,15094.0,5521.0,5521.0,0.3
4221,2014_15,Universidad Adventista de las Antillas,Mayaguez,PR,Bachelor's,NO,84.05,,,,,1223.0,0.9,1.06,95.34,0.08,12584.0,6625.0,6625.0,0.34
4222,2014_15,Atlantic University College,Guaynabo,PR,Bachelor's,NO,,,,,,1425.0,0.0,0.0,100.0,0.0,9521.0,7395.0,7395.0,0.36
4223,2014_15,Universidad Central de Bayamon,Bayamn,PR,Bachelor's,NO,50.42,,,,,1794.0,0.0,0.0,99.22,0.0,11320.0,6568.0,6568.0,0.62
4225,2014_15,Albizu University-San Juan,San Juan,PR,Bachelor's,NO,100.0,,,,,108.0,0.0,0.0,100.0,0.0,,7006.0,7006.0,
4226,2014_15,Caribbean University-Bayamon,Bayamon,PR,Bachelor's,NO,,,,,,1613.0,0.0,0.0,100.0,0.0,8180.0,4970.0,4970.0,0.23
4227,2014_15,Caribbean University-Carolina,Carolina,PR,Bachelor's,NO,,,,,,575.0,0.0,0.0,100.0,0.0,8536.0,4970.0,4970.0,0.31
4228,2014_15,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,Bachelor's,NO,42.86,,,,,616.0,0.65,0.0,90.58,0.0,8627.0,4898.0,4898.0,0.24
4229,2014_15,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,Bachelor's,NO,73.56,,,,,5730.0,0.07,0.0,97.89,0.0,10452.0,5000.0,5000.0,0.31
4231,2014_15,Universidad Teologica del Caribe,Trujillo Alto,PR,Bachelor's,NO,,,,,,199.0,0.0,0.0,100.0,0.0,12426.0,3784.0,3784.0,0.31
4232,2014_15,Colegio Universitario de San Juan,San Juan,PR,Bachelor's,NO,91.87,,,,,1405.0,0.0,0.0,100.0,0.0,5920.0,2370.0,2370.0,0.33
4233,2014_15,Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,Bachelor's,NO,,,,,,11529.0,0.0,0.0,100.0,0.0,14371.0,5580.0,5580.0,0.26
4234,2014_15,Conservatory of Music of Puerto Rico,San Juan,PR,Bachelor's,NO,69.23,,,,,414.0,0.24,0.0,96.86,0.0,10301.0,3370.0,3370.0,0.57
4238,2014_15,Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,Bachelor's,NO,92.73,,,,,555.0,0.18,0.0,99.46,0.0,6748.0,3248.0,5408.0,0.37
4250,2014_15,Inter American University of Puerto Rico-San German,San German,PR,Bachelor's,NO,74.33,,,,,4395.0,0.23,0.09,99.52,0.02,12627.0,4852.0,4852.0,0.36
4251,2014_15,Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,Bachelor's,NO,63.51,,,,,4300.0,0.16,0.0,99.74,0.02,10799.0,5474.0,5474.0,0.31
4252,2014_15,Inter American University of Puerto Rico-Arecibo,Arecibo,PR,Bachelor's,NO,53.76,,,,,4202.0,0.17,0.02,99.74,0.0,12398.0,4852.0,4852.0,0.3
4253,2014_15,Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,Bachelor's,NO,45.65,,,,,2107.0,0.0,0.0,99.91,0.0,10351.0,5014.0,5014.0,0.37
4254,2014_15,Inter American University of Puerto Rico-Metro,San Juan,PR,Bachelor's,NO,22.49,,,,,6747.0,0.59,0.71,98.16,0.28,13477.0,7011.0,7011.0,0.32
4255,2014_15,Inter American University of Puerto Rico-Ponce,Mercedita,PR,Bachelor's,NO,66.26,,,,,5305.0,0.26,0.06,99.45,0.02,10924.0,4866.0,4866.0,0.29
4256,2014_15,Inter American University of Puerto Rico-Fajardo,Fajardo,PR,Bachelor's,NO,74.73,,,,,2076.0,0.14,0.05,99.71,0.0,10696.0,4850.0,4850.0,0.27
4257,2014_15,Inter American University of Puerto Rico-Guayama,Guayama,PR,Bachelor's,NO,74.01,,,,,2059.0,0.1,0.19,99.71,0.0,12960.0,5534.0,5534.0,0.32
4258,2014_15,Inter American University of Puerto Rico-Bayamon,Bayamon,PR,Bachelor's,NO,61.27,,,,,4679.0,0.41,0.26,98.95,0.0,10251.0,4852.0,4852.0,0.29
4269,2014_15,University of Puerto Rico-Aguadilla,Aguadilla,PR,Bachelor's,NO,90.47,1054.0,518.0,536.0,,2849.0,0.84,0.11,90.21,0.04,7529.0,2019.0,4041.0,0.34
4270,2014_15,University of Puerto Rico-Arecibo,Arecibo,PR,Bachelor's,NO,78.8,,,,,3729.0,0.0,0.0,100.0,0.0,10702.0,2019.0,4041.0,0.39
4271,2014_15,University of Puerto Rico-Bayamon,Bayamon,PR,Bachelor's,NO,25.91,,,,,4823.0,0.0,0.0,100.0,0.0,9112.0,2212.0,4323.0,0.35
4272,2014_15,University of Puerto Rico-Carolina,Carolina,PR,Bachelor's,NO,78.54,1013.0,517.0,496.0,,3721.0,0.81,0.13,97.15,0.05,11325.0,3026.0,6058.0,0.36
4273,2014_15,University of Puerto Rico-Cayey,Cayey,PR,Bachelor's,NO,82.62,1147.0,559.0,589.0,,3686.0,0.0,0.0,100.0,0.0,10757.0,2212.0,4233.0,0.43
4274,2014_15,University of Puerto Rico-Humacao,Humacao,PR,Bachelor's,NO,48.53,,,,,3497.0,0.71,0.57,95.34,0.06,10669.0,2019.0,4041.0,0.44
4276,2014_15,University of Puerto Rico-Mayaguez,Mayaguez,PR,Bachelor's,NO,76.03,,,,,10914.0,0.0,0.0,100.0,0.0,13929.0,2019.0,4041.0,0.41
4277,2014_15,University of Puerto Rico-Medical Sciences,San Juan,PR,Bachelor's,NO,,,,,,453.0,0.22,0.0,99.78,0.0,,,,
4278,2014_15,University of Puerto Rico-Ponce,Ponce,PR,Bachelor's,NO,73.65,,,,,3230.0,0.0,0.0,100.0,0.0,12025.0,2019.0,4041.0,0.38
4279,2014_15,University of Puerto Rico-Rio Piedras,San Juan,PR,Bachelor's,NO,28.17,1188.0,591.0,597.0,,12086.0,0.74,0.12,89.02,0.08,7151.0,2019.0,4040.0,0.47
4280,2014_15,Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,Bachelor's,NO,,,,,,12198.0,0.0,0.0,100.0,0.0,14202.0,5580.0,5580.0,0.22
4282,2014_15,Universidad del Sagrado Corazon,Santurce,PR,Bachelor's,NO,28.09,,,,,4596.0,0.0,0.0,100.0,0.0,13126.0,5680.0,5680.0,0.31
4285,2014_15,Universidad Politecnica de Puerto Rico,Hato Rey,PR,Bachelor's,NO,,,,,,3759.0,0.11,0.03,99.81,0.03,19588.0,7800.0,7800.0,0.22
4286,2014_15,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,Bachelor's,NO,56.31,,,,,1391.0,0.0,0.0,95.83,0.0,8716.0,4898.0,4898.0,0.25
4287,2014_15,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,Bachelor's,NO,,,,,,14596.0,0.0,0.0,100.0,0.0,14089.0,5580.0,5580.0,0.21
4290,2014_15,University of the Virgin Islands,Charlotte Amalie,VI,Bachelor's,NO,97.07,796.0,400.0,390.0,18.0,1971.0,5.33,72.5,7.41,0.51,16540.0,4794.0,13174.0,0.26
4291,2014_15,Stanford University,Stanford,CA,Bachelor's,NO,5.09,1465.0,730.0,745.0,33.0,7018.0,37.52,5.91,16.07,19.79,60311.0,45195.0,45195.0,0.95
4292,2014_15,Purdue University-Main Campus,West Lafayette,IN,Bachelor's,NO,59.29,1213.0,575.0,630.0,27.0,29977.0,65.79,3.04,4.21,5.39,22879.0,10002.0,28804.0,0.73
4294,2014_15,Parker University,Dallas,TX,Bachelor's,NO,,,,,,229.0,44.54,27.95,18.34,4.8,32570.0,14650.0,14650.0,
4299,2014_15,Widener University-Delaware Law School,Wilmington,DE,Bachelor's,NO,,,,,,89.0,62.92,29.21,1.12,2.25,24366.0,13410.0,13410.0,0.8
4314,2014_15,St. John's College,Santa Fe,NM,Bachelor's,NO,81.5,,,,,340.0,61.47,0.88,10.29,2.35,59486.0,47826.0,47826.0,0.5
4315,2014_15,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,Bachelor's,NO,,,,,,31.0,100.0,0.0,0.0,0.0,,,,
4316,2014_15,Bais Medrash Elyon,Monsey,NY,Bachelor's,NO,,,,,,67.0,100.0,0.0,0.0,0.0,,7800.0,7800.0,0.5
4317,2014_15,Antioch University-Los Angeles,Culver City,CA,Bachelor's,NO,,,,,,167.0,53.29,11.38,21.56,2.4,,,,
4318,2014_15,Antioch University-Santa Barbara,Santa Barbara,CA,Bachelor's,NO,,,,,,165.0,51.52,1.82,19.39,2.42,,,,
4320,2014_15,Antioch University-Seattle,Seattle,WA,Bachelor's,NO,,,,,,164.0,53.66,14.63,5.49,4.88,35785.0,21315.0,21315.0,0.03
4321,2014_15,Antioch University-Midwest,Yellow Springs,OH,Bachelor's,NO,,,,,,81.0,71.6,19.75,1.23,1.23,,,,
