,Year,University Name,University City,University State,Most Awarded Decree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
173,2018_19,Academy of Chinese Culture and Health Sciences,Oakland,CA,Graduate,NO,,,,,,,,,,,,,,
174,2018_19,The Academy of Radio and TV Broadcasting,Huntington Beach,CA,Certificate,NO,,,,,,26.0,30.77,46.15,23.08,0.0,,,,
175,2018_19,Avalon School of Cosmetology-Alameda,Alameda,CA,Certificate,NO,,,,,,118.0,11.86,42.37,38.14,4.24,,,,
176,2018_19,College of Alameda,Alameda,CA,Associate's,NO,,,,,,4975.0,15.32,17.75,23.72,33.55,13680.0,1254.0,7806.0,
177,2018_19,Allan Hancock College,Santa Maria,CA,Associate's,NO,,,,,,9045.0,26.64,2.22,62.79,3.65,10784.0,1352.0,6784.0,
178,2018_19,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,Associate's,NO,78.92,,,,,263.0,40.3,8.75,9.13,0.76,50100.0,35160.0,35160.0,
179,2018_19,Berkeley School of Theology,Berkeley,CA,Graduate,NO,,,,,,,,,,,,,,
180,2018_19,American Film Institute Conservatory,Los Angeles,CA,Graduate,NO,,,,,,,,,,,,,,
181,2018_19,American Beauty College,West Covina,CA,Certificate,NO,,,,,,129.0,3.88,8.53,78.29,4.65,,,,
182,2018_19,American Career College-Los Angeles,Los Angeles,CA,Certificate,NO,,,,,,1284.0,6.0,12.46,63.55,12.31,,,,
183,2018_19,American Conservatory Theater,San Francisco,CA,Certificate,NO,,,,,,0.0,0.0,0.0,0.0,0.0,49581.0,29560.0,29560.0,
184,2018_19,American River College,Sacramento,CA,Certificate,NO,,,,,,28573.0,39.3,7.52,27.4,11.15,11961.0,1104.0,8712.0,
185,2018_19,Antelope Valley College,Lancaster,CA,Associate's,NO,,,,,,12080.0,19.15,14.64,56.23,3.59,13084.0,1124.0,6500.0,0.26
186,2018_19,Art Center College of Design,Pasadena,CA,Bachelor's,NO,67.65,,,,,1987.0,13.69,1.46,11.12,33.01,64097.0,43416.0,43416.0,0.72
187,2018_19,Associated Technical College-Los Angeles,Los Angeles,CA,Certificate,NO,,,,,,367.0,8.72,42.51,35.97,1.09,,,,
188,2018_19,Associated Technical College-San Diego,San Diego,CA,Certificate,NO,,,,,,98.0,29.59,33.67,29.59,2.04,,,,
189,2018_19,Azusa Pacific University,Azusa,CA,Bachelor's,NO,68.51,1147.0,570.0,560.0,24.0,5545.0,37.26,6.11,33.22,9.5,51578.0,38880.0,38880.0,0.63
190,2018_19,Bakersfield College,Bakersfield,CA,Certificate,NO,,,,,,19178.0,19.35,4.81,66.89,4.25,12467.0,1325.0,7261.0,0.18
191,2018_19,Barstow Community College,Barstow,CA,Associate's,NO,,,,,,2721.0,29.03,15.73,41.16,3.75,16152.0,1104.0,6720.0,
192,2018_19,Bellus Academy-Chula Vista,Chula Vista,CA,Certificate,NO,,,,,,202.0,4.46,19.31,58.91,6.93,,,,
193,2018_19,Bethesda University,Anaheim,CA,Bachelor's,NO,,,,,,213.0,7.98,14.08,18.31,12.68,17255.0,8095.0,8095.0,0.18
194,2018_19,Biola University,La Mirada,CA,Bachelor's,NO,73.47,1170.0,590.0,570.0,24.0,4005.0,45.32,2.55,21.32,17.48,53611.0,40488.0,40488.0,0.73
195,2018_19,Brownson Technical School,Anaheim,CA,Certificate,NO,,,,,,61.0,24.59,4.92,57.38,11.48,,,,
196,2018_19,Bryan University,Tempe,AZ,Associate's,NO,,,,,,1075.0,41.21,18.51,5.95,0.65,23758.0,11025.0,11025.0,0.2
197,2018_19,Butte College,Oroville,CA,Associate's,NO,,,,,,9942.0,53.84,2.14,28.63,6.34,11336.0,1368.0,6984.0,
198,2018_19,California Institute of Integral Studies,San Francisco,CA,Bachelor's,NO,,,,,,61.0,52.46,14.75,11.48,6.56,,,,
199,2018_19,Cabrillo College,Aptos,CA,Associate's,NO,,,,,,10164.0,42.27,1.29,46.24,3.18,14848.0,1270.0,7462.0,
200,2018_19,California Baptist University,Riverside,CA,Bachelor's,NO,79.55,1103.0,560.0,535.0,22.0,7811.0,38.86,6.81,36.44,5.35,44746.0,33478.0,33478.0,0.55
201,2018_19,California College of the Arts,San Francisco,CA,Bachelor's,NO,88.18,,,,,1453.0,20.44,4.54,13.76,15.21,64030.0,49138.0,49138.0,0.6
202,2018_19,University of California-Hastings College of Law,San Francisco,CA,Graduate,NO,,,,,,,,,,,,,,
203,2018_19,California Institute of Technology,Pasadena,CA,Bachelor's,NO,6.62,1566.0,760.0,795.0,36.0,948.0,27.11,1.48,13.82,40.4,68901.0,52362.0,52362.0,0.92
204,2018_19,California Lutheran University,Thousand Oaks,CA,Bachelor's,NO,71.47,1163.0,585.0,575.0,24.0,3054.0,42.83,4.32,33.5,4.88,56491.0,42692.0,42692.0,0.76
205,2018_19,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,Bachelor's,NO,30.17,1339.0,660.0,675.0,29.0,21047.0,54.24,0.79,17.08,13.27,27073.0,9816.0,21696.0,0.82
206,2018_19,Alliant International University-San Diego,San Diego,CA,Certificate,NO,100.0,,,,,289.0,36.68,5.19,20.07,6.23,34892.0,14600.0,14600.0,0.25
207,2018_19,California State University-Bakersfield,Bakersfield,CA,Bachelor's,NO,60.51,,,,,9142.0,14.19,5.31,56.2,6.07,16714.0,7309.0,19189.0,0.42
208,2018_19,California State University-Stanislaus,Turlock,CA,Bachelor's,NO,85.82,,,,,9272.0,21.26,2.23,54.54,9.73,16442.0,7072.0,18952.0,0.58
209,2018_19,California State University-San Bernardino,San Bernardino,CA,Bachelor's,NO,54.83,991.0,500.0,495.0,18.0,17704.0,11.29,4.76,65.51,5.23,18522.0,6922.0,18802.0,0.57
210,2018_19,California State Polytechnic University-Pomona,Pomona,CA,Bachelor's,NO,55.15,1143.0,565.0,575.0,23.0,24841.0,15.84,3.44,45.59,21.39,21302.0,7353.0,19233.0,0.71
211,2018_19,California State University-Chico,Chico,CA,Bachelor's,NO,65.26,1092.0,550.0,545.0,21.0,16317.0,42.27,2.7,34.28,5.57,23508.0,7608.0,19488.0,0.66
212,2018_19,California State University-Dominguez Hills,Carson,CA,Bachelor's,NO,63.94,,,,,13871.0,5.89,11.33,64.26,8.19,14469.0,6942.0,18822.0,0.45
213,2018_19,California State University-Fresno,Fresno,CA,Bachelor's,NO,57.53,1019.0,515.0,505.0,19.0,21732.0,17.82,2.66,53.53,13.12,16915.0,6587.0,18467.0,0.54
214,2018_19,California State University-Fullerton,Fullerton,CA,Bachelor's,NO,43.41,1124.0,565.0,565.0,22.0,34637.0,18.7,1.83,43.84,21.69,17645.0,6886.0,18766.0,0.68
215,2018_19,California State University-East Bay,Hayward,CA,Bachelor's,NO,71.6,,,,,12728.0,14.96,9.99,35.44,22.74,21371.0,6983.0,18863.0,0.48
216,2018_19,California State University-Long Beach,Long Beach,CA,Bachelor's,NO,31.21,1146.0,570.0,575.0,23.0,31503.0,16.85,3.66,43.11,22.4,18306.0,6798.0,18678.0,0.69
217,2018_19,California State University-Los Angeles,Los Angeles,CA,Bachelor's,NO,41.52,978.0,495.0,490.0,18.0,24163.0,5.07,3.34,67.61,13.0,14823.0,6749.0,18629.0,0.48
218,2018_19,California State University-Northridge,Northridge,CA,Bachelor's,NO,50.63,1027.0,520.0,510.0,19.0,34911.0,20.49,4.71,49.51,10.04,18870.0,6893.0,18773.0,0.54
219,2018_19,California State University-Sacramento,Sacramento,CA,Bachelor's,NO,63.86,1030.0,520.0,515.0,19.0,28439.0,25.67,5.97,32.31,20.07,19807.0,7310.0,19190.0,0.51
220,2018_19,University of California-Berkeley,Berkeley,CA,Bachelor's,NO,14.84,1448.0,695.0,730.0,33.0,30845.0,24.87,1.84,15.24,35.1,36739.0,14184.0,43176.0,0.91
221,2018_19,University of California-Davis,Davis,CA,Bachelor's,NO,41.07,1292.0,625.0,655.0,28.0,30698.0,23.76,2.2,22.39,27.31,35252.0,14402.0,43394.0,0.86
222,2018_19,University of California-Irvine,Irvine,CA,Bachelor's,NO,28.76,1316.0,625.0,675.0,29.0,29722.0,13.41,2.06,26.04,35.82,32985.0,13700.0,42692.0,0.83
223,2018_19,University of California-Los Angeles,Los Angeles,CA,Bachelor's,NO,14.04,1423.0,695.0,710.0,32.0,31568.0,26.6,3.42,22.16,27.95,33654.0,13226.0,42218.0,0.91
224,2018_19,University of California-Riverside,Riverside,CA,Bachelor's,NO,50.57,1229.0,605.0,615.0,26.0,20574.0,11.42,3.91,41.03,34.32,32843.0,13827.0,42819.0,0.75
225,2018_19,University of California-San Diego,La Jolla,CA,Bachelor's,NO,30.06,1372.0,660.0,705.0,30.0,30279.0,19.4,1.61,20.12,33.85,31891.0,14167.0,43159.0,0.86
226,2018_19,University of California-San Francisco,San Francisco,CA,Graduate,NO,,,,,,,,,,,,,,
227,2018_19,University of California-Santa Barbara,Santa Barbara,CA,Bachelor's,NO,32.2,1360.0,660.0,685.0,30.0,23063.0,30.66,2.07,26.1,17.9,35987.0,14391.0,43383.0,0.82
228,2018_19,University of California-Santa Cruz,Santa Cruz,CA,Bachelor's,NO,47.37,1311.0,635.0,660.0,29.0,17792.0,30.35,1.9,27.6,22.31,35982.0,13960.0,42952.0,0.74
229,2018_19,Sofia University,Palo Alto,CA,Bachelor's,NO,,,,,,4.0,0.0,0.0,25.0,0.0,,,,
230,2018_19,California Beauty School,Modesto,CA,Certificate,NO,,,,,,85.0,32.94,7.06,52.94,1.18,,,,
231,2018_19,California Christian College,Fresno,CA,Bachelor's,NO,100.0,,,,,13.0,30.77,15.38,38.46,15.38,19034.0,9570.0,9570.0,0.0
232,2018_19,California Coast University,Santa Ana,CA,Not Classified,NO,,,,,,0.0,0.0,0.0,0.0,0.0,,4500.0,4500.0,
233,2018_19,California Hair Design Academy,La Mesa,CA,Certificate,NO,,,,,,172.0,20.93,12.21,44.77,12.79,,,,
234,2018_19,California Institute of the Arts,Valencia,CA,Bachelor's,NO,22.97,,,,,1003.0,42.57,3.79,14.96,9.57,69015.0,49276.0,49276.0,0.56
235,2018_19,California State University Maritime Academy,Vallejo,CA,Bachelor's,NO,66.52,,,,,1016.0,47.05,2.46,19.69,10.24,28082.0,7056.0,18936.0,0.62
236,2018_19,California Western School of Law,San Diego,CA,Graduate,NO,,,,,,,,,,,,,,
237,2018_19,Canada College,Redwood City,CA,Associate's,NO,,,,,,4867.0,23.71,3.29,44.83,14.12,10446.0,1360.0,7744.0,
238,2018_19,College of the Canyons,Santa Clarita,CA,Associate's,NO,,,,,,18649.0,30.33,5.62,48.64,9.46,11340.0,1156.0,7612.0,
239,2018_19,Career Academy of Beauty,Garden Grove,CA,Certificate,NO,,,,,,171.0,40.94,8.19,40.94,7.02,,,,
240,2018_19,Casa Loma College-Van Nuys,Van Nuys,CA,Associate's,NO,91.3,,,,,175.0,37.14,7.43,36.0,18.86,,,,
241,2018_19,CET-San Diego,San Diego,CA,Certificate,NO,,,,,,174.0,13.79,10.92,63.79,6.9,,,,
242,2018_19,CET-San Jose,San Jose,CA,Certificate,NO,,,,,,248.0,5.24,1.61,85.89,4.44,,,,
243,2018_19,CET-El Centro,El Centro,CA,Certificate,NO,,,,,,230.0,1.74,0.0,97.83,0.43,,,,
244,2018_19,CET-Colton,Colton,CA,Certificate,NO,,,,,,154.0,10.39,17.53,68.83,0.65,,,,
245,2018_19,CET-Watsonville,Watsonville,CA,Certificate,NO,,,,,,61.0,1.64,0.0,98.36,0.0,,,,
246,2018_19,CET-Salinas,Salinas,CA,Certificate,NO,,,,,,162.0,0.0,0.0,100.0,0.0,,,,
247,2018_19,Cerritos College,Norwalk,CA,Certificate,NO,,,,,,20368.0,3.07,1.51,72.16,7.73,8787.0,1346.0,8710.0,
248,2018_19,Cerro Coso Community College,Ridgecrest,CA,Associate's,NO,,,,,,4890.0,40.08,7.08,38.61,4.03,16699.0,1290.0,7254.0,
249,2018_19,Chabot College,Hayward,CA,Associate's,NO,,,,,,12621.0,15.34,9.64,40.58,23.86,12068.0,1142.0,7742.0,
250,2018_19,Chaffey College,Rancho Cucamonga,CA,Associate's,NO,,,,,,19650.0,15.11,7.36,65.72,6.23,16400.0,1172.0,7604.0,
251,2018_19,Chapman University,Orange,CA,Bachelor's,NO,53.56,1288.0,640.0,640.0,28.0,7026.0,52.82,1.74,15.73,13.04,69018.0,52724.0,52724.0,0.79
252,2018_19,Charles R Drew University of Medicine and Science,Los Angeles,CA,Associate's,NO,37.27,982.0,510.0,450.0,21.0,163.0,4.29,36.81,33.13,13.5,31311.0,13972.0,13972.0,1.0
253,2018_19,Concordia University-Irvine,Irvine,CA,Bachelor's,NO,61.78,1142.0,565.0,560.0,24.0,1784.0,48.99,4.82,23.93,8.3,49474.0,35400.0,35400.0,0.63
254,2018_19,San Diego Christian College,Santee,CA,Bachelor's,NO,60.13,1055.0,537.0,520.0,20.0,448.0,40.85,10.04,30.8,3.13,45605.0,31404.0,31404.0,0.44
255,2018_19,Church Divinity School of the Pacific,Berkeley,CA,Graduate,NO,,,,,,,,,,,,,,
256,2018_19,Citrus College,Glendora,CA,Associate's,NO,,,,,,11745.0,15.62,3.58,65.11,8.11,11341.0,1190.0,7646.0,
257,2018_19,Citrus Heights Beauty College,Citrus Heights,CA,Certificate,NO,,,,,,86.0,70.93,5.81,13.95,2.33,,,,
258,2018_19,City College of San Francisco,San Francisco,CA,Certificate,NO,,,,,,24429.0,23.08,7.06,24.97,34.84,10392.0,1696.0,10372.0,
259,2018_19,Claremont Graduate University,Claremont,CA,Graduate,NO,,,,,,,,,,,,,,
260,2018_19,Claremont McKenna College,Claremont,CA,Bachelor's,NO,9.31,1446.0,700.0,725.0,33.0,1318.0,41.58,4.17,15.25,11.08,71745.0,54405.0,54405.0,0.93
261,2018_19,Milan Institute-Visalia,Visalia,CA,Certificate,NO,,,,,,273.0,15.02,2.93,74.36,2.2,,,,
262,2018_19,Clovis Adult Education,Clovis,CA,Certificate,NO,,,,,,752.0,17.95,5.05,51.2,21.14,,,,
263,2018_19,Coastline Community College,Fountain Valley,CA,Associate's,NO,,,,,,9459.0,31.49,9.74,30.86,20.08,16173.0,1150.0,6526.0,
264,2018_19,Cogswell University of Silicon Valley,San Jose,CA,Bachelor's,NO,57.87,,,,,589.0,32.94,5.77,22.07,20.88,35351.0,20056.0,20056.0,0.35
265,2018_19,Coba Academy,Anaheim,CA,Certificate,NO,,,,,,90.0,24.44,4.44,63.33,6.67,,,,
266,2018_19,Western University of Health Sciences,Pomona,CA,Graduate,NO,,,,,,,,,,,,,,
267,2018_19,Columbia College,Sonora,CA,Associate's,NO,,,,,,2180.0,72.11,3.72,19.82,1.47,13314.0,1166.0,7358.0,
268,2018_19,Columbia College Hollywood,Tarzana,CA,Bachelor's,NO,,,,,,540.0,42.78,13.7,19.26,5.0,40386.0,24495.0,24495.0,0.5
269,2018_19,Compton College,Compton,CA,Associate's,NO,,,,,,5605.0,3.3,24.76,61.96,5.78,14999.0,1142.0,6326.0,
270,2018_19,Contra Costa College,San Pablo,CA,Associate's,NO,,,,,,5702.0,10.63,17.2,43.84,19.24,13262.0,1312.0,8564.0,
271,2018_19,Cosumnes River College,Sacramento,CA,Associate's,NO,,,,,,13045.0,22.72,10.1,27.7,29.17,11790.0,1104.0,8712.0,
272,2018_19,Crafton Hills College,Yucaipa,CA,Associate's,NO,,,,,,5661.0,36.0,3.44,48.52,5.9,21636.0,1144.0,8104.0,
273,2018_19,Cuesta College,San Luis Obispo,CA,Associate's,NO,,,,,,7853.0,55.37,2.94,31.3,3.13,15922.0,1338.0,8702.0,
274,2018_19,Cuyamaca College,El Cajon,CA,Associate's,NO,,,,,,7412.0,47.75,5.09,32.83,5.46,10250.0,1386.0,7196.0,
275,2018_19,Cypress College,Cypress,CA,Associate's,NO,,,,,,14068.0,15.6,4.23,47.84,23.34,11828.0,1142.0,6158.0,0.3
276,2018_19,De Anza College,Cupertino,CA,Associate's,NO,,,,,,17325.0,18.11,2.66,26.9,35.97,11267.0,1561.0,7501.0,
277,2018_19,International School of Beauty Inc,Palm Desert,CA,Certificate,NO,,,,,,127.0,24.41,3.94,66.14,3.15,,,,
278,2018_19,Dell'Arte International School of Physical Theatre,Blue Lake,CA,Certificate,NO,,,,,,10.0,50.0,0.0,20.0,0.0,,13350.0,13350.0,
279,2018_19,College of the Desert,Palm Desert,CA,Associate's,NO,,,,,,10418.0,16.69,2.69,72.83,3.09,16693.0,1335.0,8615.0,
280,2018_19,Design Institute of San Diego,San Diego,CA,Bachelor's,NO,58.82,,,,,98.0,58.16,6.12,18.37,6.12,41056.0,23860.0,23860.0,0.25
281,2018_19,Diablo Valley College,Pleasant Hill,CA,Associate's,NO,,,,,,18327.0,35.41,5.62,26.37,17.17,11553.0,1312.0,8564.0,
282,2018_19,Dominican University of California,San Rafael,CA,Bachelor's,NO,87.17,1126.0,563.0,560.0,23.0,1264.0,30.22,4.27,23.89,28.09,63875.0,45850.0,45850.0,0.72
283,2018_19,Dominican School of Philosophy & Theology,Berkeley,CA,Graduate,NO,,,,,,,,,,,,,,
284,2018_19,East Los Angeles College,Monterey Park,CA,Certificate,NO,,,,,,32876.0,7.03,5.78,62.29,8.43,15837.0,1220.0,7746.0,
285,2018_19,El Camino Community College District,Torrance,CA,Associate's,NO,,,,,,21292.0,13.14,12.92,53.16,12.73,16682.0,1144.0,6520.0,
286,2018_19,Elegance International,Hollywood,CA,Certificate,NO,,,,,,256.0,27.34,8.98,48.83,1.95,,,,
287,2018_19,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,Graduate,NO,,,,,,,,,,,,,,
288,2018_19,Empire College,Santa Rosa,CA,Certificate,NO,,,,,,329.0,40.73,4.26,42.25,3.04,,,,0.53
289,2018_19,Evergreen Valley College,San Jose,CA,Associate's,NO,,,,,,7865.0,6.06,2.21,43.24,38.39,18625.0,1358.0,7994.0,
290,2018_19,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,Associate's,NO,51.93,,,,,2198.0,33.89,6.28,21.02,9.33,49961.0,32293.0,32293.0,0.66
291,2018_19,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,Associate's,NO,46.15,,,,,218.0,36.24,6.88,21.1,16.51,45546.0,32293.0,32293.0,0.65
292,2018_19,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,Associate's,NO,66.67,,,,,64.0,37.5,6.25,25.0,14.06,45416.0,32293.0,32293.0,
293,2018_19,Feather River Community College District,Quincy,CA,Associate's,NO,,,,,,1275.0,49.33,16.16,22.59,2.43,15404.0,1461.0,8511.0,0.18
294,2018_19,Federico Beauty Institute,Sacramento,CA,Certificate,NO,,,,,,346.0,45.66,7.8,34.97,6.07,,,,
295,2018_19,Fielding Graduate University,Santa Barbara,CA,Graduate,NO,,,,,,,,,,,,,,
296,2018_19,Five Branches University,Santa Cruz,CA,Graduate,NO,,,,,,,,,,,,,,
297,2018_19,Redondo Beach Beauty College,Redondo Beach,CA,Certificate,NO,,,,,,115.0,11.3,13.91,15.65,53.04,,,,
298,2018_19,Foothill College,Los Altos Hills,CA,Certificate,NO,,,,,,13228.0,31.12,3.24,27.25,24.98,11415.0,1563.0,7503.0,0.63
299,2018_19,Franciscan School of Theology,San Diego,CA,Graduate,NO,,,,,,,,,,,,,,
300,2018_19,Fredrick and Charles Beauty College,Eureka,CA,Certificate,NO,,,,,,57.0,61.4,1.75,17.54,3.51,,,,
301,2018_19,Fresno City College,Fresno,CA,Associate's,NO,,,,,,20888.0,21.57,5.23,56.23,12.89,9903.0,1304.0,7496.0,
302,2018_19,Fresno Pacific University,Fresno,CA,Bachelor's,NO,85.11,1053.0,535.0,519.0,20.0,2888.0,27.56,5.4,51.25,4.64,40950.0,32458.0,32458.0,0.66
303,2018_19,Fuller Theological Seminary,Pasadena,CA,Graduate,NO,,,,,,,,,,,,,,
304,2018_19,Fullerton College,Fullerton,CA,Associate's,NO,,,,,,20260.0,18.95,2.79,55.82,13.72,11472.0,1138.0,6010.0,
305,2018_19,Gavilan College,Gilroy,CA,Certificate,NO,,,,,,4656.0,28.03,2.28,58.93,6.1,11478.0,1166.0,6782.0,
306,2018_19,Gemological Institute of America-Carlsbad,Carlsbad,CA,Certificate,NO,,,,,,197.0,42.64,3.55,3.05,23.86,,,,
307,2018_19,Glendale Community College,Glendale,CA,Associate's,NO,,,,,,12570.0,49.05,2.26,31.17,7.59,11239.0,1175.0,6719.0,
308,2018_19,Glendale Career College,Glendale,CA,Certificate,NO,,,,,,600.0,20.17,3.67,51.0,18.83,,,,
309,2018_19,Golden Gate University-San Francisco,San Francisco,CA,Bachelor's,NO,,,,,,404.0,27.97,9.65,18.81,12.62,,,,
310,2018_19,Golden West College,Huntington Beach,CA,Associate's,NO,,,,,,10881.0,28.6,2.02,35.18,25.16,11768.0,1178.0,7682.0,
311,2018_19,Graduate Theological Union,Berkeley,CA,Graduate,NO,,,,,,,,,,,,,,
312,2018_19,Grossmont College,El Cajon,CA,Associate's,NO,,,,,,15838.0,38.45,6.21,36.07,8.08,10090.0,1386.0,7196.0,
313,2018_19,Salon Success Academy-Riverside,Riverside,CA,Certificate,NO,,,,,,84.0,19.05,20.24,54.76,1.19,,,,
314,2018_19,Hartnell College,Salinas,CA,Associate's,NO,,,,,,11274.0,21.46,2.59,64.87,4.73,11120.0,1420.0,8870.0,
315,2018_19,Harvey Mudd College,Claremont,CA,Bachelor's,NO,14.48,1531.0,740.0,785.0,35.0,886.0,31.38,3.5,19.86,18.85,74428.0,56620.0,56620.0,0.92
316,2018_19,Hilltop Beauty School,Daly City,CA,Certificate,NO,,,,,,96.0,2.08,9.38,66.67,17.71,,,,
317,2018_19,Holy Names University,Oakland,CA,Bachelor's,NO,70.04,849.0,300.0,492.0,20.0,626.0,15.65,18.05,42.65,9.9,55758.0,39316.0,39316.0,0.48
318,2018_19,Pacifica Graduate Institute,Carpinteria,CA,Graduate,NO,,,,,,,,,,,,,,
319,2018_19,Humboldt State University,Arcata,CA,Bachelor's,NO,76.79,1074.0,545.0,525.0,21.0,7300.0,42.53,3.7,34.99,2.85,24382.0,7675.0,19555.0,0.52
320,2018_19,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,Bachelor's,NO,,,,,,315.0,18.73,9.21,38.1,6.98,20232.0,14292.0,14292.0,0.38
321,2018_19,Imperial Valley College,Imperial,CA,Associate's,NO,,,,,,7265.0,3.98,1.5,91.85,0.69,9822.0,1125.0,6093.0,
322,2018_19,Institute for Business and Technology,Santa Clara,CA,Certificate,NO,,,,,,539.0,12.06,3.53,61.22,13.73,,,,
323,2018_19,Interior Designers Institute,Newport Beach,CA,Associate's,NO,,,,,,184.0,61.96,1.63,14.13,13.59,29420.0,18250.0,18250.0,
324,2018_19,International School of Cosmetology,Los Angeles,CA,Certificate,NO,,,,,,197.0,45.69,8.12,25.89,12.18,,,,
325,2018_19,Irvine Valley College,Irvine,CA,Certificate,NO,,,,,,11253.0,33.59,1.79,24.37,25.92,10859.0,1142.0,8054.0,
326,2018_19,Bellus Academy-El Cajon,El Cajon,CA,Certificate,NO,,,,,,159.0,38.36,10.06,34.59,2.52,,,,
327,2018_19,John F. Kennedy University,Pleasant Hill,CA,Bachelor's,NO,,,,,,187.0,36.36,19.79,13.9,4.81,,8500.0,8500.0,
328,2018_19,American Jewish University,Los Angeles,CA,Bachelor's,NO,96.0,,,,,67.0,37.31,0.0,0.0,1.49,46320.0,31946.0,31946.0,0.6
329,2018_19,Reedley College,Reedley,CA,Certificate,NO,,,,,,8626.0,17.6,2.4,71.85,5.07,10154.0,1304.0,7568.0,
330,2018_19,Life Pacific University,San Dimas,CA,Bachelor's,NO,95.68,1002.0,507.0,492.0,19.0,504.0,40.67,4.76,37.9,3.57,27086.0,15654.0,15654.0,0.41
331,2018_19,University of La Verne,La Verne,CA,Bachelor's,NO,50.89,1120.0,555.0,558.0,23.0,5098.0,20.73,5.49,53.14,5.0,54445.0,43050.0,43050.0,0.69
332,2018_19,Laguna College of Art and Design,Laguna Beach,CA,Bachelor's,NO,80.93,,,,,705.0,48.79,2.41,20.99,18.01,41551.0,30700.0,30700.0,0.61
333,2018_19,Lake Tahoe Community College,South Lake Tahoe,CA,Associate's,NO,,,,,,2006.0,49.1,6.93,26.87,7.78,12879.0,1224.0,7932.0,
334,2018_19,Lancaster Beauty School,Lancaster,CA,Certificate,NO,,,,,,128.0,27.34,20.31,49.22,1.56,,,,
335,2018_19,Laney College,Oakland,CA,Associate's,NO,,,,,,8271.0,15.91,21.16,21.63,25.03,16851.0,1254.0,7806.0,
336,2018_19,Lassen Community College,Susanville,CA,Associate's,NO,,,,,,2343.0,35.51,17.37,33.55,4.05,16311.0,1127.0,7319.0,
337,2018_19,Life Chiropractic College West,Hayward,CA,Graduate,NO,,,,,,,,,,,,,,
338,2018_19,Lincoln University,Oakland,CA,Bachelor's,NO,,,,,,91.0,8.79,7.69,3.3,10.99,21680.0,11110.0,11110.0,0.74
339,2018_19,Southern California Seminary,El Cajon,CA,Bachelor's,NO,,,,,,50.0,56.0,10.0,16.0,2.0,,17540.0,17540.0,0.33
340,2018_19,La Sierra University,Riverside,CA,Bachelor's,NO,47.09,1022.0,515.0,495.0,20.0,1666.0,12.24,7.14,48.26,16.57,43906.0,32778.0,32778.0,0.45
341,2018_19,Loma Linda University,Loma Linda,CA,Bachelor's,NO,,,,,,1052.0,27.28,5.04,32.13,27.19,,,,
342,2018_19,Long Beach City College,Long Beach,CA,Associate's,NO,,,,,,22784.0,13.1,10.74,59.84,9.91,10438.0,1174.0,7750.0,
343,2018_19,Southern California University of Health Sciences,Whittier,CA,Certificate,NO,,,,,,112.0,22.32,6.25,38.39,11.61,18020.0,7000.0,7000.0,
344,2018_19,Los Angeles Harbor College,Wilmington,CA,Associate's,NO,,,,,,7091.0,12.03,9.36,59.22,10.51,16949.0,1220.0,7746.0,
345,2018_19,Los Angeles Pierce College,Woodland Hills,CA,Associate's,NO,,,,,,16482.0,28.55,4.81,47.63,9.28,16419.0,1220.0,7746.0,
346,2018_19,Los Angeles Southwest College,Los Angeles,CA,Associate's,NO,,,,,,4712.0,2.76,47.69,41.43,1.66,14239.0,1220.0,7746.0,
347,2018_19,Los Angeles Trade Technical College,Los Angeles,CA,Certificate,NO,,,,,,10816.0,6.41,16.21,65.89,4.09,14183.0,1220.0,7746.0,
348,2018_19,Los Angeles Valley College,Valley Glen,CA,Associate's,NO,,,,,,15106.0,30.13,4.55,49.13,6.84,15576.0,1220.0,7746.0,
349,2018_19,The Master's University and Seminary,Santa Clarita,CA,Bachelor's,NO,76.88,1143.0,575.0,545.0,24.0,1185.0,64.39,3.29,9.2,3.12,46764.0,25390.0,25390.0,0.6
350,2018_19,Los Angeles City College,Los Angeles,CA,Certificate,NO,,,,,,12648.0,19.18,7.91,51.13,12.63,12362.0,1220.0,7746.0,
351,2018_19,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,Associate's,NO,,,,,,212.0,18.87,5.19,44.34,28.77,,,,
352,2018_19,Los Angeles Mission College,Sylmar,CA,Associate's,NO,,,,,,8315.0,11.69,3.21,74.94,4.44,15149.0,1220.0,7746.0,
